mobile_name,rating,ram_rom,display,camera,battery,processor,price,mobile_link
"REDMI 13C 5G (Starlight Black, 128 GB)",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6100+ Processor,"₹9,199",https://www.flipkart.com/redmi-13c-5g-starlight-black-128-gb/p/itm54938652090ad?pid=MOBHY3B2HMHHZEGB&lid=LSTMOBHY3B2HMHHZEGB9ELXFL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_187&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=20e76e9f-4a29-4ce8-9e10-3230ca67acd9.MOBHY3B2HMHHZEGB.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"vivo T3 Ultra (Lunar Gray, 128 GB)",4.5,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,50MP + 8MP | 50MP Front Camera,5500 mAh Battery,Dimensity 9200+ Processor,"₹31,999",https://www.flipkart.com/vivo-t3-ultra-lunar-gray-128-gb/p/itme360ff5b7dbab?pid=MOBH4EADEDFW9BBK&lid=LSTMOBH4EADEDFW9BBK9ITVTG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_188&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=20e76e9f-4a29-4ce8-9e10-3230ca67acd9.MOBH4EADEDFW9BBK.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Tecno Spark Go 1 (Startrail Black, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Unisoc T616 Ocra Core Processor,"₹7,499",https://www.flipkart.com/tecno-spark-go-1-startrail-black-64-gb/p/itmc2adf9209b1fe?pid=MOBH3WK8CEVBSVHH&lid=LSTMOBH3WK8CEVBSVHHS110XU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_189&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=20e76e9f-4a29-4ce8-9e10-3230ca67acd9.MOBH3WK8CEVBSVHH.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"vivo T3 Ultra (Frost Green, 128 GB)",4.5,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,50MP + 8MP | 50MP Front Camera,5500 mAh Battery,Dimensity 9200+ Processor,"₹31,999",https://www.flipkart.com/vivo-t3-ultra-frost-green-128-gb/p/itme360ff5b7dbab?pid=MOBH4EACPTFX6RNH&lid=LSTMOBH4EACPTFX6RNHWNMW9H&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_190&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=20e76e9f-4a29-4ce8-9e10-3230ca67acd9.MOBH4EACPTFX6RNH.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI 13C (Starshine Green, 128 GB)",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor,"₹8,499",https://www.flipkart.com/redmi-13c-starshine-green-128-gb/p/itme7ab29fdab2f8?pid=MOBGW4HKWHMZ2XMD&lid=LSTMOBGW4HKWHMZ2XMDN8MXFX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_191&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=20e76e9f-4a29-4ce8-9e10-3230ca67acd9.MOBGW4HKWHMZ2XMD.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",4.5,8 GB RAM | 256 GB ROM,16.26 cm (6.4 inch) Super HD Display,50MP + 13MP + 10MP | 32MP Front Camera,4310 mAh Battery,Dimensity 7300 Processor,"₹23,999",https://www.flipkart.com/motorola-edge-50-neo-pantone-poinciana-256-gb/p/itm1b6c43661a1fc?pid=MOBHFHDRZJP6FHPZ&lid=LSTMOBHFHDRZJP6FHPZ0HNLSP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_192&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=20e76e9f-4a29-4ce8-9e10-3230ca67acd9.MOBHFHDRZJP6FHPZ.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 5G (Stealth Black, 128 GB)",4.2,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty,"₹14,805",https://www.flipkart.com/redmi-note-13-5g-stealth-black-128-gb/p/itm82475e073eb2e?pid=MOBGXFFKGXBGQS5G&lid=LSTMOBGXFFKGXBGQS5GK2JNAD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_193&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGXFFKGXBGQS5G.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 5G (Arctic White, 256 GB)",4.1,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty,"₹17,474",https://www.flipkart.com/redmi-note-13-5g-arctic-white-256-gb/p/itm82475e073eb2e?pid=MOBGXYWWRS3CPZVD&lid=LSTMOBGXYWWRS3CPZVDZMRBKS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_194&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGXYWWRS3CPZVD.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 5G (Arctic White, 128 GB)",4.2,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty,"₹14,827",https://www.flipkart.com/redmi-note-13-5g-arctic-white-128-gb/p/itm82475e073eb2e?pid=MOBGXYWXEJMWZYUR&lid=LSTMOBGXYWXEJMWZYURLP1FXH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_195&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGXYWXEJMWZYUR.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI 13C (Starfrost White, 128 GB)",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor,"₹8,499",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm77877eab8617d?pid=MOBGWV9ERZ8YACPA&lid=LSTMOBGWV9ERZ8YACPA7PIG0S&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_196&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGWV9ERZ8YACPA.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO C61 (Ethereal Blue, 64 GB)",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor,"₹6,299",https://www.flipkart.com/poco-c61-ethereal-blue-64-gb/p/itmdb8902b0c9344?pid=MOBGYQ6BXH69VAJY&lid=LSTMOBGYQ6BXH69VAJYWCT1R1&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_197&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGYQ6BXH69VAJY.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 5G (Chromatic Purple, 128 GB)",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6080 Processor,"₹14,973",https://www.flipkart.com/redmi-note-13-5g-chromatic-purple-128-gb/p/itm9d97c0729ac35?pid=MOBHFM37TXRJF9GB&lid=LSTMOBHFM37TXRJF9GBYLXMCX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_198&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBHFM37TXRJF9GB.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO M6 Plus 5G (Ice Silver, 128 GB)",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,108MP + 2MP | 13MP Front Camera,5030 mAh Battery,Snapdragon 4 Gen2 AE Processor,"₹11,499",https://www.flipkart.com/poco-m6-plus-5g-ice-silver-128-gb/p/itm7e794d10838b4?pid=MOBH2M2DTGYS9HPB&lid=LSTMOBH2M2DTGYS9HPB9DDDSP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_199&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBH2M2DTGYS9HPB.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme C61 (Marble Black, 128 GB)",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.13 cm (6.745 inch) HD+ Display,32MP Rear Camera | 5MP Front Camera,5000 mAh Battery,T612 Processor,"₹8,999",https://www.flipkart.com/realme-c61-marble-black-128-gb/p/itmd6ddbcefce040?pid=MOBHFRKRQMD36FZ5&lid=LSTMOBHFRKRQMD36FZ5ZLCIIC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_200&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBHFRKRQMD36FZ5.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Infinix HOT 40i (Horizon Gold, 256 GB)",4.1,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 32MP Front Camera,5000 mAh Battery,Unisoc T606 Processor,"₹8,999",https://www.flipkart.com/infinix-hot-40i-horizon-gold-256-gb/p/itma7412e2a212c6?pid=MOBGXZGHKMQ5TSBT&lid=LSTMOBGXZGHKMQ5TSBTCNZ27C&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_201&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGXZGHKMQ5TSBT.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.5,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,7s Gen 2 Processor,"₹22,999",https://www.flipkart.com/motorola-edge-50-fusion-forest-blue-256-gb/p/itme13bbe694468e?pid=MOBGXTYZZEW8GZE6&lid=LSTMOBGXTYZZEW8GZE6HFCXI9&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_202&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGXTYZZEW8GZE6.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Apple iPhone 15 (Blue, 256 GB)",4.6,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹68,249",https://www.flipkart.com/apple-iphone-15-blue-256-gb/p/itm986f66c53cae4?pid=MOBGTAGPNEZZY2YR&lid=LSTMOBGTAGPNEZZY2YRE1FCIG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_203&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGTAGPNEZZY2YR.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 Pro 5G (Phoenix Red, 256 GB)",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,6 Gen 1 Processor,"₹20,999",https://www.flipkart.com/realme-p1-pro-5g-phoenix-red-256-gb/p/itmc859edf8053dc?pid=MOBGZ8R6MGNCGZV7&lid=LSTMOBGZ8R6MGNCGZV7OIEYV8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_204&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGZ8R6MGNCGZV7.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 Pro 5G (Parrot Blue, 128 GB)",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,6 Gen 1 Processor,"₹19,999",https://www.flipkart.com/realme-p1-pro-5g-parrot-blue-128-gb/p/itmc859edf8053dc?pid=MOBGZ8R6ZNVGYU3W&lid=LSTMOBGZ8R6ZNVGYU3W00IT8I&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_205&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGZ8R6ZNVGYU3W.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 Pro 5G (Phoenix Red, 256 GB)",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,6 Gen 1 Processor,"₹20,999",https://www.flipkart.com/realme-p1-pro-5g-phoenix-red-256-gb/p/itmc859edf8053dc?pid=MOBHFZZKVSG6MJDH&lid=LSTMOBHFZZKVSG6MJDHNR9PMS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_206&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBHFZZKVSG6MJDH.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 Pro 5G (Phoenix Red, 128 GB)",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,6 Gen 1 Processor,"₹19,999",https://www.flipkart.com/realme-p1-pro-5g-phoenix-red-128-gb/p/itmc859edf8053dc?pid=MOBGZ8R6Y4FFFHQX&lid=LSTMOBGZ8R6Y4FFFHQXICJTSO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_207&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGZ8R6Y4FFFHQX.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 Pro 5G (Parrot Blue, 256 GB)",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,6 Gen 1 Processor,"₹20,999",https://www.flipkart.com/realme-p1-pro-5g-parrot-blue-256-gb/p/itmc859edf8053dc?pid=MOBGZ8R6YYU9YHFG&lid=LSTMOBGZ8R6YYU9YHFGXJVOTS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_208&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGZ8R6YYU9YHFG.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO M6 5G (Galactic Black, 128 GB)",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6100+ Processor,"₹9,799",https://www.flipkart.com/poco-m6-5g-galactic-black-128-gb/p/itmb18dc9ee625cf?pid=MOBGW9FEZKAV8QCZ&lid=LSTMOBGW9FEZKAV8QCZRRZJWH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_209&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGW9FEZKAV8QCZ.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Infinix Hot 50 5G (Sage Green, 128 GB)",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Dimensity 6300 Processor,"₹9,999",https://www.flipkart.com/infinix-hot-50-5g-sage-green-128-gb/p/itm61d8bc127842c?pid=MOBH45GF6FZB3RKA&lid=LSTMOBH45GF6FZB3RKAYHGNCV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_210&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBH45GF6FZB3RKA.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Infinix Hot 50 5G (Sleek Black, 128 GB)",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Dimensity 6300 Processor,"₹9,999",https://www.flipkart.com/infinix-hot-50-5g-sleek-black-128-gb/p/itm61d8bc127842c?pid=MOBH45GFYZV4QKF7&lid=LSTMOBH45GFYZV4QKF7FMYNCK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_211&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBH45GFYZV4QKF7.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola G85 5G (Viva Magenta, 256 GB)",4.4,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,6s Gen 3 Processor,"₹18,999",https://www.flipkart.com/motorola-g85-5g-viva-magenta-256-gb/p/itmf175adb582c15?pid=MOBH35ZQGDH68XAJ&lid=LSTMOBH35ZQGDH68XAJHFV9YO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_212&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBH35ZQGDH68XAJ.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Nothing Phone (2a) 5G (White, 256 GB)",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7200 Pro Processor,"₹24,999",https://www.flipkart.com/nothing-phone-2a-5g-white-256-gb/p/itm85c6bca5edadc?pid=MOBGVMQS98EEEKTZ&lid=LSTMOBGVMQS98EEEKTZPIXGGR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_213&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGVMQS98EEEKTZ.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Nothing Phone (2a) 5G (Black, 256 GB)",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7200 Pro Processor,"₹24,999",https://www.flipkart.com/nothing-phone-2a-5g-black-256-gb/p/itm85c6bca5edadc?pid=MOBGVMQSMHEGGBRW&lid=LSTMOBGVMQSMHEGGBRW2JGT4V&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_214&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGVMQSMHEGGBRW.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor,"₹16,971",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZ65BJ0W&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_215&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBGWD85ZUA8BMDZ.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola g45 5G (Brilliant Blue, 128 GB)",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Snapdragon 6s Gen 3 Processor,"₹9,999",https://www.flipkart.com/motorola-g45-5g-brilliant-blue-128-gb/p/itm62ccd431c9e5e?pid=MOBH3YKQQDZZ2WZH&lid=LSTMOBH3YKQQDZZ2WZHGOH35A&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_216&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=01ee57e1-304a-4841-b16b-d47cfa47bb05.MOBH3YKQQDZZ2WZH.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy S23 FE (Purple, 256 GB)",4.4,8 GB RAM | 256 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,50MP + 12MP | 10MP Front Camera,4500 mAh Battery,Samsung Exynos 2200 Processor,"₹32,999",https://www.flipkart.com/samsung-galaxy-s23-fe-purple-256-gb/p/itm8f6a49271bf21?pid=MOBGVTA2VGHCJFGG&lid=LSTMOBGVTA2VGHCJFGG1TC2LI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_217&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=7a12bfba-0e2c-4ed6-afe6-bbd91ee64a6d.MOBGVTA2VGHCJFGG.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
