mobile_name,rating,ram_rom,display,camera,battery,processor,price,mobile_link
"REDMI 12 5G (Jade Black, 128 GB)",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor,"₹12,499",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itma9b37bec7de7e?pid=MOBGS7GYGUAJ4UYZ&lid=LSTMOBGS7GYGUAJ4UYZD6DUXB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_370&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGS7GYGUAJ4UYZ.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,6000 mAh Lithium ion Battery,MediaTek Dimensity 6100+ Processor,"₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itm3e7d6c7112d45?pid=MOBGYBAVW8HTJH4X&lid=LSTMOBGYBAVW8HTJH4X9VTKYN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_371&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGYBAVW8HTJH4X.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Google Pixel 7a (Snow, 128 GB)",4.1,8 GB RAM | 128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,64MP (OIS) + 13MP | 13MP Front Camera,4300 mAh Battery,Tensor G2 Processor,"₹31,999",https://www.flipkart.com/google-pixel-7a-snow-128-gb/p/itmb4d7b100b1a4d?pid=MOBGZCQMZXYXCZCH&lid=LSTMOBGZCQMZXYXCZCHTTFGG3&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_372&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGZCQMZXYXCZCH.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI A3 (Lake Blue, 128 GB)",4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G36 Processor,"₹7,939",https://www.flipkart.com/redmi-a3-lake-blue-128-gb/p/itmbe3bd4f2bebed?pid=MOBGZF9PKZUSSM3Q&lid=LSTMOBGZF9PKZUSSM3Q6UODZT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_373&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGZF9PKZUSSM3Q.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme C65 5G (Glowing Black, 128 GB)",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,"₹11,998",https://www.flipkart.com/realme-c65-5g-glowing-black-128-gb/p/itma294063ac4410?pid=MOBHYFV8VG2CCWBX&lid=LSTMOBHYFV8VG2CCWBX0P8FBX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_374&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBHYFV8VG2CCWBX.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO X6 Pro 5G (Racing Grey, 256 GB)",4.3,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity D8300 Ultra Processor,"₹20,999",https://www.flipkart.com/poco-x6-pro-5g-racing-grey-256-gb/p/itm85f4a34189fd0?pid=MOBGWMGB59GUTVDT&lid=LSTMOBGWMGB59GUTVDTPP7DKJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_375&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGWMGB59GUTVDT.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"OPPO F25 Pro 5G (Coral Purple, 128 GB)",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor,"₹19,999",https://www.flipkart.com/oppo-f25-pro-5g-coral-purple-128-gb/p/itm9451b9c477991?pid=MOBGZFDWBNU6AM4U&lid=LSTMOBGZFDWBNU6AM4UM8BNNO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_376&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGZFDWBNU6AM4U.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO M6 5G - Locked with Airtel Prepaid (Orion Blue, 128 GB)",4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6100+ Processor,"₹8,249",https://www.flipkart.com/poco-m6-5g-locked-airtel-prepaid-orion-blue-128-gb/p/itmb21d22a9a4a16?pid=MOBGYHSDBXEZDV3Z&lid=LSTMOBGYHSDBXEZDV3ZNUHUZ2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_377&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGYHSDBXEZDV3Z.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme 13 Pro 5G (Emerald Green, 256 GB)",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹28,999",https://www.flipkart.com/realme-13-pro-5g-emerald-green-256-gb/p/itmf7360eb52d883?pid=MOBH32GA54AHG82H&lid=LSTMOBH32GA54AHG82HAJZBWV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_378&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBH32GA54AHG82H.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme Narzo N61 (Marble Black, 128 GB)",4.1,6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,32MP Rear Camera,5000 mAh Battery,1 Year,"₹8,790",https://www.flipkart.com/realme-narzo-n61-marble-black-128-gb/p/itm4a7b7f6160ff8?pid=MOBH39BERXYVH4UK&lid=LSTMOBH39BERXYVH4UK9LICFA&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_379&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBH39BERXYVH4UK.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,200MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹27,999",https://www.flipkart.com/redmi-note-13-pro-5g-fusion-purple-256-gb/p/itmb1aa74d7307e2?pid=MOBGWFHFMH3FAA39&lid=LSTMOBGWFHFMH3FAA394L4TS5&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_380&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGWFHFMH3FAA39.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy S24 Ultra 5G (Titanium Gray, 256 GB)",4.6,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,5000 mAh Battery,Snapdragon 8 Gen 3 Processor,"₹1,21,999",https://www.flipkart.com/samsung-galaxy-s24-ultra-5g-titanium-gray-256-gb/p/itm12ef5ea0212ed?pid=MOBGX2F3RQKKKTAW&lid=LSTMOBGX2F3RQKKKTAWKAVWET&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_381&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGX2F3RQKKKTAW.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI 13 5G (Hawaiian Blue, 128 GB)",4.2,8 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Display,108MP Rear Camera,5030 mAh Battery,Brand Warranty,"₹14,082",https://www.flipkart.com/redmi-13-5g-hawaiian-blue-128-gb/p/itmbf96c9b15ce5e?pid=MOBH2SUHMUYBZSHY&lid=LSTMOBH2SUHMUYBZSHYBJDMCO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_382&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBH2SUHMUYBZSHY.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Apple iPhone 15 Pro (Natural Titanium, 128 GB)",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A17 Pro Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹1,06,999",https://www.flipkart.com/apple-iphone-15-pro-natural-titanium-128-gb/p/itm7ffb1e9990edd?pid=MOBGTAGP38MFPN6Q&lid=LSTMOBGTAGP38MFPN6QBVS1LF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_383&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGTAGP38MFPN6Q.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 12 5G (Matte Black, 256 GB)",4.1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 4 Gen 1 Processor,"₹15,499",https://www.flipkart.com/redmi-note-12-5g-matte-black-256-gb/p/itmd22fe65114bd9?pid=MOBGPGBZEHZYWQZX&lid=LSTMOBGPGBZEHZYWQZXZKOSJ8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_384&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=cfa9860e-3845-4dab-8275-d07eb638c477.MOBGPGBZEHZYWQZX.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 12 5G (Matte Black, 256 GB)",4.1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 4 Gen 1 Processor,"₹15,499",https://www.flipkart.com/redmi-note-12-5g-matte-black-256-gb/p/itmd22fe65114bd9?pid=MOBGPGBZEHZYWQZX&lid=LSTMOBGPGBZEHZYWQZXZKOSJ8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_385&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBGPGBZEHZYWQZX.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,200MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹27,999",https://www.flipkart.com/redmi-note-13-pro-5g-fusion-purple-256-gb/p/itmb1aa74d7307e2?pid=MOBGWFHFMH3FAA39&lid=LSTMOBGWFHFMH3FAA394L4TS5&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_386&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBGWFHFMH3FAA39.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO X6 5G (Mirror Black, 512 GB)",4.3,12 GB RAM | 512 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,"₹18,999",https://www.flipkart.com/poco-x6-5g-mirror-black-512-gb/p/itmd1c94878edbeb?pid=MOBGWMGBMAYAEN5R&lid=LSTMOBGWMGBMAYAEN5RYEBIZ0&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_387&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBGWMGBMAYAEN5R.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy S24 Ultra 5G (Titanium Gray, 256 GB)",4.6,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,5000 mAh Battery,Snapdragon 8 Gen 3 Processor,"₹1,21,999",https://www.flipkart.com/samsung-galaxy-s24-ultra-5g-titanium-gray-256-gb/p/itm12ef5ea0212ed?pid=MOBGX2F3RQKKKTAW&lid=LSTMOBGX2F3RQKKKTAWKAVWET&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_388&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBGX2F3RQKKKTAW.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme 13 Pro 5G (Monet Purple, 512 GB)",4.3,12 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹31,999",https://www.flipkart.com/realme-13-pro-5g-monet-purple-512-gb/p/itmf7360eb52d883?pid=MOBH2YYD5ERFMSZU&lid=LSTMOBH2YYD5ERFMSZU2WVMVR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_389&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBH2YYD5ERFMSZU.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme 13 Pro 5G (Monet Purple, 128 GB)",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹26,999",https://www.flipkart.com/realme-13-pro-5g-monet-purple-128-gb/p/itmf7360eb52d883?pid=MOBH2YYDGZP9ASP3&lid=LSTMOBH2YYDGZP9ASP32BERMH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_390&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBH2YYDGZP9ASP3.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola Edge 50 Ultra 5G (Nordic Wood, 512 GB)",4.3,12 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 64MP | 50MP Front Camera,4500 mAh Battery,8s Gen 3 Mobile Platform Processor,"₹51,999",https://www.flipkart.com/motorola-edge-50-ultra-5g-nordic-wood-512-gb/p/itm2505749d54461?pid=MOBGZZACJFVMHKZG&lid=LSTMOBGZZACJFVMHKZGNIFCK7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_391&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBGZZACJFVMHKZG.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme 13 Pro 5G (Monet Gold, 512 GB)",4.3,12 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹31,999",https://www.flipkart.com/realme-13-pro-5g-monet-gold-512-gb/p/itmf7360eb52d883?pid=MOBH2YYDRDPNEG7C&lid=LSTMOBH2YYDRDPNEG7CJEV2TG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_392&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBH2YYDRDPNEG7C.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"IQOO z9x (Storm Grey, 128 GB)",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,6000 mAh Battery,Qualcomm SM6450 Snapdragon 6 Gen 1 Processor,"₹13,688",https://www.flipkart.com/iqoo-z9x-storm-grey-128-gb/p/itm37ed9034fd805?pid=MOBHF76CS9GHC4GP&lid=LSTMOBHF76CS9GHC4GPYDZBSF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_393&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBHF76CS9GHC4GP.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"IQOO Z9x (Tornado Green, 128 GB)",4.2,4 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera,6000 mAh Battery,"Octa core (2.2 GHz, Quad core, Cortex A78 + 1.8 GHz, Quad core, Cortex A55) Processor","₹13,380",https://www.flipkart.com/iqoo-z9x-tornado-green-128-gb/p/itm37ed9034fd805?pid=MOBHF6ZZGBY8ZR82&lid=LSTMOBHF6ZZGBY8ZR82CSWH1K&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_394&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBHF6ZZGBY8ZR82.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI 13c 5G (Startrail Silver, 256 GB)",4.2,8 GB RAM | 256 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year,"₹13,399",https://www.flipkart.com/redmi-13c-5g-startrail-silver-256-gb/p/itm996fbc603ec3c?pid=MOBGW6S7BRXYEVVN&lid=LSTMOBGW6S7BRXYEVVNVFPWUW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_395&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBGW6S7BRXYEVVN.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO X6 5G (Snowstorm White, 256 GB)",4.3,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,"₹17,499",https://www.flipkart.com/poco-x6-5g-snowstorm-white-256-gb/p/itmc37da758e10c1?pid=MOBGWMGBW4DQE3MK&lid=LSTMOBGWMGBW4DQE3MKS9JJIF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_396&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBGWMGBW4DQE3MK.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,6000 mAh Lithium ion Battery,MediaTek Dimensity 6100+ Processor,"₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_397&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBGYBAVKWJWSNNQ.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,200MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹24,749",https://www.flipkart.com/redmi-note-13-pro-5g-fusion-black-256-gb/p/itm56794a2a5fb50?pid=MOBGZF9PYJW9ZVFC&lid=LSTMOBGZF9PYJW9ZVFCIOFF8P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_398&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBGZF9PYJW9ZVFC.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO X6 5G (Mirror Black, 256 GB)",4.3,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,"₹17,499",https://www.flipkart.com/poco-x6-5g-mirror-black-256-gb/p/itm2fed707d6727d?pid=MOBGWMGBKY9HKRHE&lid=LSTMOBGWMGBKY9HKRHEXN3VCJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_399&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBGWMGBKY9HKRHE.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO F6 5G (Titanium, 512 GB)",4.3,12 GB RAM | 512 GB ROM,16.94 cm (6.67 inch) Display,50MP (OIS) + 8MP | 20MP Front Camera,5000 mAh Battery,8s Gen3 Processor,"₹27,999",https://www.flipkart.com/poco-f6-5g-titanium-512-gb/p/itm4a6db9b06c16b?pid=MOBHYUZGH9SWZZJE&lid=LSTMOBHYUZGH9SWZZJE6BXMW8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_17_400&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=625e61d9-3ce3-42b0-9059-8c2a38cc72b6.MOBHYUZGH9SWZZJE.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
